总经理,广西聚聪科技有限责任公司,10001,良庆区,2022-02-23
总经理,广西聚聪科技有限责任公司,10001,良庆区,2022-02-23
运营经理,壹号建设股份有限公司,10001,南宁市,2022-02-23
总经理,广西亮达劳务服务有限公司,10001,青秀区,2022-02-23
总经理,广西亮达劳务服务有限公司,10001,青秀区,2022-02-23
面试培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
总经理,广西亮达劳务服务有限公司,10001,青秀区,2022-02-23
面试培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
行测培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
总经理,广西亮达劳务服务有限公司,10001,青秀区,2022-02-23
面试培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
行测培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
考研培训老师（政治英语数学）,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
总经理,广西亮达劳务服务有限公司,10001,青秀区,2022-02-23
面试培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
行测培训讲师,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
考研培训老师（政治英语数学）,南宁中公未来教育咨询有限公司,10001,南宁市,2022-02-23
全过程咨询项目负责人,广西广宏工程咨询有限公司,15001,梧州市,2022-02-23
中心支公司负责人,民生人寿保险股份有限公司广西分公司,10001,青秀区,2022-02-23
中心支公司负责人,民生人寿保险股份有限公司广西分公司,10001,青秀区,2022-02-23
营销总监,广西国源投资集团有限公司,20001,宁明县,2022-02-23
中心支公司负责人,民生人寿保险股份有限公司广西分公司,10001,青秀区,2022-02-23
营销总监,广西国源投资集团有限公司,20001,宁明县,2022-02-23
企划总监,广西壹涧文化传媒有限公司,10001,青秀区,2022-02-23
中心支公司负责人,民生人寿保险股份有限公司广西分公司,10001,青秀区,2022-02-23
营销总监,广西国源投资集团有限公司,20001,宁明县,2022-02-23
企划总监,广西壹涧文化传媒有限公司,10001,青秀区,2022-02-23
总经理,南宁迪笙投资有限公司,20001,江南区,2022-02-23
中心支公司负责人,民生人寿保险股份有限公司广西分公司,10001,青秀区,2022-02-23
营销总监,广西国源投资集团有限公司,20001,宁明县,2022-02-23
企划总监,广西壹涧文化传媒有限公司,10001,青秀区,2022-02-23
总经理,南宁迪笙投资有限公司,20001,江南区,2022-02-23
创业合伙人,广西金普威信息系统有限公司,50000,兴宁区,2022-02-23
中心支公司负责人,民生人寿保险股份有限公司广西分公司,10001,青秀区,2022-02-23
营销总监,广西国源投资集团有限公司,20001,宁明县,2022-02-23
企划总监,广西壹涧文化传媒有限公司,10001,青秀区,2022-02-23
总经理,南宁迪笙投资有限公司,20001,江南区,2022-02-23
创业合伙人,广西金普威信息系统有限公司,50000,兴宁区,2022-02-23
人力资源部经理,南宁威凯智慧物业服务有限公司,10001,良庆区,2022-02-23
合伙人,广西万益律师事务所,20001,南宁市,2022-02-23
合伙人,广西万益律师事务所,20001,南宁市,2022-02-23
招聘主管,广西华谊新材料有限公司,10001,钦州港区,2022-02-23
合伙人,广西万益律师事务所,20001,南宁市,2022-02-23
招聘主管,广西华谊新材料有限公司,10001,钦州港区,2022-02-23
农林技术推广部副经理（林业）,广西力源宝科技有限公司,10001,南宁市,2022-02-23
总经理（田东）,广西力源宝科技有限公司,10001,田东县,2022-02-23
总经理（田东）,广西力源宝科技有限公司,10001,田东县,2022-02-23
总经理秘书,广西力源宝科技有限公司,10001,南宁市,2022-02-23
总经理（田东）,广西力源宝科技有限公司,10001,田东县,2022-02-23
总经理秘书,广西力源宝科技有限公司,10001,南宁市,2022-02-23
总经办主任,广西力源宝科技有限公司,10001,南宁市,2022-02-23
总经理（田东）,广西力源宝科技有限公司,10001,田东县,2022-02-23
总经理秘书,广西力源宝科技有限公司,10001,南宁市,2022-02-23
总经办主任,广西力源宝科技有限公司,10001,南宁市,2022-02-23
营销总监,东兴市驰瑞源地产开发有限公司,15001,东兴市,2022-02-23
财经板块总经理,广西怡生乐居信息服务有限公司,20001,青秀区,2022-02-23
财经板块总经理,广西怡生乐居信息服务有限公司,20001,青秀区,2022-02-23
生产副总（贺州）,广西水世界生态科技有限公司,20001,贺州市,2022-02-23
运营总监（大宗物物流）,广西凯轮物流有限公司,10001,良庆区,2022-02-23
运营总监（大宗物物流）,广西凯轮物流有限公司,10001,良庆区,2022-02-23
营销副总监,广西九千万水业集团有限公司,20001,青秀区,2022-02-23
副总裁（兼集团总工程师）,广西建通工程咨询有限责任公司,20001,南宁市,2022-02-23
副总裁（兼集团总工程师）,广西建通工程咨询有限责任公司,20001,南宁市,2022-02-23
校招经理,双胞胎（集团）股份有限公司,10001,南宁市,2022-02-23
副总裁（兼集团总工程师）,广西建通工程咨询有限责任公司,20001,南宁市,2022-02-23
校招经理,双胞胎（集团）股份有限公司,10001,南宁市,2022-02-23
合约主管,怀化通达建设工程有限公司,10001,南宁市,2022-02-23
副总裁（兼集团总工程师）,广西建通工程咨询有限责任公司,20001,南宁市,2022-02-23
校招经理,双胞胎（集团）股份有限公司,10001,南宁市,2022-02-23
合约主管,怀化通达建设工程有限公司,10001,南宁市,2022-02-23
合伙人,广西源康科技发展有限公司,15001,青秀区,2022-02-23
总经理助理,广西昌弘制药有限公司,10001,南宁市,2022-02-23
总经理助理,广西昌弘制药有限公司,10001,南宁市,2022-02-23
绿色低碳技术研究所所长,广西壮族自治区产业技术研究院,50000,良庆区,2022-02-23
